order_id,order_date,customer_id,product_id,quantity,unit_price,unit_cost,discount_pct,total_amount,ship_state,order_status
ORD-03387,2024-01-02 08:48:00,CUST-0080,PROD-0021,1,291.9,164.19,0.1,262.71,California,Completed
ORD-05591,2024-01-02 10:07:00,CUST-0123,PROD-0039,1,22.26,12.69,0.2,17.81,Georgia,Completed
ORD-03521,2024-01-02 10:19:00,CUST-0002,PROD-0028,4,189.61,142.03,0.05,720.52,South Carolina,Completed
ORD-01699,2024-01-02 11:13:00,CUST-0196,PROD-0039,3,22.26,12.69,0.0,66.78,California,Completed
ORD-01699,2024-01-02 11:13:00,CUST-0196,PROD-0028,2,189.61,142.03,0.0,379.22,California,Completed
ORD-05371,2024-01-02 16:00:00,CUST-0124,PROD-0017,4,144.94,73.45,0.0,579.76,New York,Completed
ORD-02460,2024-01-02 19:38:00,CUST-0163,PROD-0035,1,287.28,146.55,0.0,287.28,Florida,Completed
ORD-00585,2024-01-03 09:00:00,CUST-0238,PROD-0039,1,22.26,12.69,0.0,22.26,Texas,Completed
ORD-03741,2024-01-03 09:20:00,CUST-0205,PROD-0043,1,345.79,208.67,0.05,328.5,California,Completed
ORD-05127,2024-01-03 09:39:00,CUST-0234,PROD-0012,1,376.34,209.69,0.0,376.34,Florida,Returned
ORD-03283,2024-01-03 10:31:00,CUST-0093,PROD-0024,1,180.37,77.96,0.0,180.37,North Carolina,Completed
ORD-05555,2024-01-03 11:29:00,CUST-0129,PROD-0021,2,291.9,164.19,0.1,525.42,Ohio,Completed
ORD-02574,2024-01-03 11:48:00,CUST-0084,PROD-0021,1,291.9,164.19,0.0,291.9,Michigan,Completed
ORD-04124,2024-01-03 14:00:00,CUST-0175,PROD-0044,2,277.74,163.52,0.0,555.48,Tennessee,Completed
ORD-04196,2024-01-03 14:19:00,CUST-0121,PROD-0043,1,345.79,208.67,0.0,345.79,Michigan,Returned
ORD-04196,2024-01-03 14:19:00,CUST-0121,PROD-0022,2,96.98,37.02,0.0,193.96,Michigan,Returned
ORD-01553,2024-01-03 15:09:00,CUST-0136,PROD-0029,1,342.78,218.57,0.0,342.78,Massachusetts,Completed
ORD-04146,2024-01-03 16:32:00,CUST-0112,PROD-0039,1,22.26,12.69,0.0,22.26,Texas,Completed
ORD-02175,2024-01-03 16:44:00,CUST-0114,PROD-0044,1,277.74,163.52,0.0,277.74,Texas,Returned
ORD-04151,2024-01-03 17:29:00,CUST-0031,PROD-0015,1,79.53,58.69,0.0,79.53,Illinois,Completed
ORD-04151,2024-01-03 17:29:00,CUST-0031,PROD-0021,1,291.9,164.19,0.0,291.9,Illinois,Completed
ORD-04151,2024-01-03 17:29:00,CUST-0031,PROD-0016,1,77.47,29.69,0.1,69.72,Illinois,Completed
ORD-02147,2024-01-03 19:30:00,CUST-0032,PROD-0021,2,291.9,164.19,0.0,583.8,Florida,Cancelled
ORD-02147,2024-01-03 19:30:00,CUST-0032,PROD-0005,1,182.37,118.66,0.1,164.13,Florida,Cancelled
ORD-00291,2024-01-04 08:04:00,CUST-0205,PROD-0021,1,291.9,164.19,0.0,291.9,Washington,Completed
ORD-00282,2024-01-04 08:08:00,CUST-0062,PROD-0028,1,189.61,142.03,0.0,189.61,Ohio,Completed
ORD-00282,2024-01-04 08:08:00,CUST-0062,PROD-0022,4,96.98,37.02,0.1,349.13,Ohio,Completed
ORD-05010,2024-01-04 10:08:00,CUST-0068,PROD-0030,1,30.72,17.41,0.0,30.72,Wisconsin,Completed
ORD-05096,2024-01-04 11:00:00,CUST-0086,PROD-0019,2,176.11,118.89,0.0,352.22,Arizona,Completed
ORD-05981,2024-01-04 11:45:00,CUST-0128,PROD-0024,1,180.37,77.96,0.05,171.35,Georgia,Completed
ORD-05957,2024-01-04 12:41:00,CUST-0074,PROD-0017,1,144.94,73.45,0.15,123.2,Indiana,Completed
ORD-02006,2024-01-04 13:58:00,CUST-0133,PROD-0015,1,79.53,58.69,0.0,79.53,Georgia,Completed
ORD-04419,2024-01-04 16:30:00,CUST-0196,PROD-0021,1,291.9,164.19,0.1,262.71,California,Completed
ORD-01267,2024-01-04 17:18:00,CUST-0206,PROD-0016,1,77.47,29.69,0.0,77.47,Georgia,Completed
ORD-03959,2024-01-05 08:34:00,CUST-0127,PROD-0039,1,22.26,12.69,0.0,22.26,New York,Completed
ORD-02407,2024-01-05 08:41:00,CUST-0237,PROD-0002,1,155.19,101.17,0.0,155.19,Texas,Completed
ORD-02407,2024-01-05 08:41:00,CUST-0237,PROD-0016,1,77.47,29.69,0.0,77.47,Texas,Completed
ORD-02407,2024-01-05 08:41:00,CUST-0237,PROD-0041,1,406.06,218.23,0.0,406.06,Texas,Completed
ORD-03249,2024-01-05 10:01:00,CUST-0192,PROD-0022,1,96.98,37.02,0.0,96.98,Ohio,Cancelled
ORD-03249,2024-01-05 10:01:00,CUST-0192,PROD-0043,3,345.79,208.67,0.0,1037.37,Ohio,Cancelled
ORD-02431,2024-01-05 11:42:00,CUST-0019,PROD-0016,1,77.47,29.69,0.0,77.47,California,Completed
ORD-04392,2024-01-05 12:48:00,CUST-0157,PROD-0004,1,314.05,192.91,0.0,314.05,New York,Completed
ORD-04392,2024-01-05 12:48:00,CUST-0157,PROD-0043,2,345.79,208.67,0.0,691.58,New York,Completed
ORD-00069,2024-01-05 13:17:00,CUST-0021,PROD-0016,1,77.47,29.69,0.05,73.6,New York,Completed
ORD-03999,2024-01-05 17:21:00,CUST-0027,PROD-0043,3,345.79,208.67,0.0,1037.37,California,Completed
ORD-03124,2024-01-05 17:24:00,CUST-0041,PROD-0004,1,314.05,192.91,0.05,298.35,Pennsylvania,Completed
ORD-03743,2024-01-05 19:34:00,CUST-0153,PROD-0016,1,77.47,29.69,0.0,77.47,Tennessee,Completed
ORD-01890,2024-01-05 19:39:00,CUST-0244,PROD-0019,1,176.11,118.89,0.05,167.3,Maryland,Completed
ORD-05712,2024-01-06 14:56:00,CUST-0244,PROD-0004,1,314.05,192.91,0.0,314.05,Maryland,Completed
ORD-05712,2024-01-06 14:56:00,CUST-0244,PROD-0043,1,345.79,208.67,0.0,345.79,Maryland,Completed
ORD-04890,2024-01-07 08:03:00,CUST-0096,PROD-0019,2,176.11,118.89,0.1,317.0,Colorado,Completed
ORD-04562,2024-01-07 16:05:00,CUST-0104,PROD-0039,1,22.26,12.69,0.0,22.26,Tennessee,Completed
ORD-04562,2024-01-07 16:05:00,CUST-0104,PROD-0015,1,79.53,58.69,0.15,67.6,Tennessee,Completed
ORD-01352,2024-01-07 16:47:00,CUST-0036,PROD-0043,4,345.79,208.67,0.05,1314.0,Ohio,Completed
ORD-01352,2024-01-07 16:47:00,CUST-0036,PROD-0021,1,291.9,164.19,0.0,291.9,Ohio,Completed
ORD-03934,2024-01-07 17:53:00,CUST-0030,PROD-0016,2,77.47,29.69,0.0,154.94,Illinois,Completed
ORD-03806,2024-01-08 08:31:00,CUST-0131,PROD-0016,1,77.47,29.69,0.0,77.47,Ohio,Returned
ORD-00879,2024-01-08 09:22:00,CUST-0196,PROD-0027,1,354.1,203.54,0.0,354.1,California,Returned
ORD-00879,2024-01-08 09:22:00,CUST-0196,PROD-0024,4,180.37,77.96,0.0,721.48,California,Returned
ORD-00879,2024-01-08 09:22:00,CUST-0196,PROD-0016,1,77.47,29.69,0.0,77.47,California,Returned
ORD-05578,2024-01-08 10:27:00,CUST-0003,PROD-0015,1,79.53,58.69,0.0,79.53,Illinois,Completed
ORD-02345,2024-01-08 10:49:00,CUST-0093,PROD-0043,1,345.79,208.67,0.0,345.79,California,Completed
ORD-04981,2024-01-08 10:53:00,CUST-0215,PROD-0008,2,316.63,171.91,0.0,633.26,New York,Returned
ORD-04981,2024-01-08 10:53:00,CUST-0215,PROD-0041,1,406.06,218.23,0.0,406.06,New York,Returned
ORD-01362,2024-01-08 13:26:00,CUST-0161,PROD-0004,1,314.05,192.91,0.0,314.05,Maryland,Cancelled
ORD-04593,2024-01-08 14:14:00,CUST-0011,PROD-0038,2,365.58,150.47,0.0,731.16,Texas,Completed
ORD-02289,2024-01-09 08:24:00,CUST-0126,PROD-0015,2,79.53,58.69,0.0,159.06,Florida,Completed
ORD-02289,2024-01-09 08:24:00,CUST-0126,PROD-0021,1,291.9,164.19,0.0,291.9,Florida,Completed
ORD-01908,2024-01-09 09:27:00,CUST-0067,PROD-0027,1,354.1,203.54,0.0,354.1,Indiana,Completed
ORD-00920,2024-01-09 10:08:00,CUST-0140,PROD-0035,2,287.28,146.55,0.0,574.56,Texas,Completed
ORD-00920,2024-01-09 10:08:00,CUST-0140,PROD-0027,1,354.1,203.54,0.05,336.4,Texas,Completed
ORD-01507,2024-01-09 12:05:00,CUST-0085,PROD-0043,1,345.79,208.67,0.0,345.79,Maryland,Cancelled
ORD-01507,2024-01-09 12:05:00,CUST-0085,PROD-0021,4,291.9,164.19,0.0,1167.6,Maryland,Cancelled
ORD-01687,2024-01-09 15:14:00,CUST-0157,PROD-0037,2,114.9,78.03,0.1,206.82,New York,Completed
ORD-05593,2024-01-09 17:09:00,CUST-0046,PROD-0016,1,77.47,29.69,0.0,77.47,New York,Completed
ORD-04273,2024-01-09 17:30:00,CUST-0249,PROD-0004,1,314.05,192.91,0.1,282.65,New York,Completed
ORD-04273,2024-01-09 17:30:00,CUST-0249,PROD-0039,1,22.26,12.69,0.0,22.26,New York,Completed
ORD-05464,2024-01-09 19:16:00,CUST-0172,PROD-0039,1,22.26,12.69,0.1,20.03,Texas,Returned
ORD-03273,2024-01-09 19:18:00,CUST-0242,PROD-0028,4,189.61,142.03,0.0,758.44,Wisconsin,Completed
ORD-01926,2024-01-09 19:33:00,CUST-0050,PROD-0019,2,176.11,118.89,0.0,352.22,California,Completed
ORD-02186,2024-01-10 08:27:00,CUST-0209,PROD-0028,2,189.61,142.03,0.0,379.22,Tennessee,Completed
ORD-02964,2024-01-10 10:09:00,CUST-0183,PROD-0017,1,144.94,73.45,0.0,144.94,Illinois,Returned
ORD-01083,2024-01-10 10:16:00,CUST-0045,PROD-0035,2,287.28,146.55,0.0,574.56,New York,Completed
ORD-01083,2024-01-10 10:16:00,CUST-0045,PROD-0027,1,354.1,203.54,0.15,300.98,New York,Completed
ORD-05866,2024-01-10 13:11:00,CUST-0229,PROD-0016,1,77.47,29.69,0.0,77.47,Texas,Completed
ORD-03190,2024-01-10 14:12:00,CUST-0250,PROD-0040,1,437.14,196.78,0.0,437.14,Washington,Completed
ORD-03386,2024-01-10 16:31:00,CUST-0012,PROD-0039,1,22.26,12.69,0.0,22.26,Michigan,Completed
ORD-05041,2024-01-10 17:40:00,CUST-0250,PROD-0022,1,96.98,37.02,0.0,96.98,Washington,Cancelled
ORD-05041,2024-01-10 17:40:00,CUST-0250,PROD-0016,3,77.47,29.69,0.0,232.41,Washington,Cancelled
ORD-00991,2024-01-10 18:02:00,CUST-0033,PROD-0021,1,291.9,164.19,0.0,291.9,California,Completed
ORD-05795,2024-01-11 12:17:00,CUST-0050,PROD-0004,2,314.05,192.91,0.0,628.1,California,Completed
ORD-05705,2024-01-11 12:41:00,CUST-0143,PROD-0038,2,365.58,150.47,0.0,731.16,North Carolina,Completed
ORD-02769,2024-01-11 16:41:00,CUST-0201,PROD-0021,2,291.9,164.19,0.0,583.8,New York,Cancelled
ORD-02769,2024-01-11 16:41:00,CUST-0201,PROD-0017,1,144.94,73.45,0.15,123.2,New York,Cancelled
ORD-04654,2024-01-11 16:49:00,CUST-0044,PROD-0040,1,437.14,196.78,0.2,349.71,Pennsylvania,Completed
ORD-04630,2024-01-11 17:44:00,CUST-0196,PROD-0043,3,345.79,208.67,0.0,1037.37,California,Completed
ORD-04929,2024-01-11 19:34:00,CUST-0075,PROD-0044,1,277.74,163.52,0.0,277.74,Texas,Completed
ORD-01539,2024-01-12 09:42:00,CUST-0119,PROD-0043,2,345.79,208.67,0.0,691.58,Michigan,Completed
ORD-01502,2024-01-12 12:35:00,CUST-0015,PROD-0039,2,22.26,12.69,0.0,44.52,Michigan,Completed
ORD-02039,2024-01-12 13:33:00,CUST-0250,PROD-0039,1,22.26,12.69,0.0,22.26,Arizona,Cancelled
ORD-03784,2024-01-12 14:37:00,CUST-0200,PROD-0016,1,77.47,29.69,0.0,77.47,New York,Completed
ORD-03760,2024-01-12 16:36:00,CUST-0007,PROD-0016,1,77.47,29.69,0.0,77.47,Colorado,Completed
ORD-03760,2024-01-12 16:36:00,CUST-0007,PROD-0021,1,291.9,164.19,0.05,277.3,Colorado,Completed
ORD-01020,2024-01-12 16:46:00,CUST-0084,PROD-0043,1,345.79,208.67,0.0,345.79,Michigan,Completed
ORD-02500,2024-01-12 19:16:00,CUST-0079,PROD-0017,1,144.94,73.45,0.0,144.94,Arizona,Completed
ORD-00536,2024-01-12 19:42:00,CUST-0118,PROD-0021,1,291.9,164.19,0.0,291.9,Texas,Completed
ORD-05719,2024-01-12 19:49:00,CUST-0203,PROD-0021,2,291.9,164.19,0.0,583.8,Colorado,Completed
ORD-05379,2024-01-13 08:30:00,CUST-0246,PROD-0016,2,77.47,29.69,0.1,139.45,Pennsylvania,Completed
ORD-03305,2024-01-13 08:46:00,CUST-0181,PROD-0021,1,291.9,164.19,0.1,262.71,Maryland,Completed
ORD-00917,2024-01-13 08:58:00,CUST-0090,PROD-0021,4,291.9,164.19,0.0,1167.6,California,Completed
ORD-05569,2024-01-13 14:53:00,CUST-0185,PROD-0022,4,96.98,37.02,0.0,387.92,Missouri,Returned
ORD-05569,2024-01-13 14:53:00,CUST-0185,PROD-0036,1,286.83,106.12,0.05,272.49,Missouri,Returned
ORD-03469,2024-01-14 08:15:00,CUST-0145,PROD-0017,1,144.94,73.45,0.0,144.94,Pennsylvania,Cancelled
ORD-03469,2024-01-14 08:15:00,CUST-0145,PROD-0043,1,345.79,208.67,0.0,345.79,Pennsylvania,Cancelled
ORD-00897,2024-01-14 14:59:00,CUST-0227,PROD-0024,1,180.37,77.96,0.05,171.35,Florida,Completed
ORD-04540,2024-01-14 15:46:00,CUST-0066,PROD-0004,2,314.05,192.91,0.0,628.1,Florida,Completed
ORD-05002,2024-01-15 09:07:00,CUST-0019,PROD-0016,1,77.47,29.69,0.0,77.47,California,Completed
ORD-02773,2024-01-15 10:27:00,CUST-0227,PROD-0021,1,291.9,164.19,0.0,291.9,Florida,Completed
ORD-03135,2024-01-15 13:30:00,CUST-0167,PROD-0016,1,77.47,29.69,0.0,77.47,Florida,Completed
ORD-01841,2024-01-15 15:22:00,CUST-0250,PROD-0004,2,314.05,192.91,0.0,628.1,Washington,Completed
ORD-00013,2024-01-15 16:06:00,CUST-0049,PROD-0028,1,189.61,142.03,0.0,189.61,New York,Completed
ORD-03216,2024-01-15 17:04:00,CUST-0011,PROD-0021,2,291.9,164.19,0.0,583.8,Texas,Cancelled
ORD-02427,2024-01-15 17:40:00,CUST-0116,PROD-0016,1,77.47,29.69,0.0,77.47,California,Completed
ORD-02847,2024-01-15 18:13:00,CUST-0027,PROD-0022,1,96.98,37.02,0.0,96.98,California,Completed
ORD-02847,2024-01-15 18:13:00,CUST-0027,PROD-0041,2,406.06,218.23,0.0,812.12,California,Completed
ORD-04174,2024-01-15 18:25:00,CUST-0244,PROD-0039,4,22.26,12.69,0.15,75.68,Maryland,Cancelled
ORD-04174,2024-01-15 18:25:00,CUST-0244,PROD-0021,2,291.9,164.19,0.0,583.8,Maryland,Cancelled
ORD-03371,2024-01-15 18:57:00,CUST-0118,PROD-0016,1,77.47,29.69,0.0,77.47,Texas,Returned
ORD-03418,2024-01-15 19:27:00,CUST-0110,PROD-0004,1,314.05,192.91,0.0,314.05,North Carolina,Completed
ORD-05457,2024-01-15 19:39:00,CUST-0010,PROD-0008,1,316.63,171.91,0.05,300.8,Illinois,Completed
ORD-03104,2024-01-15 19:56:00,CUST-0064,PROD-0024,2,180.37,77.96,0.1,324.67,Massachusetts,Completed
ORD-00999,2024-01-16 09:23:00,CUST-0131,PROD-0043,1,345.79,208.67,0.05,328.5,Ohio,Completed
ORD-00870,2024-01-16 13:51:00,CUST-0010,PROD-0017,1,144.94,73.45,0.1,130.45,Illinois,Completed
ORD-01006,2024-01-16 16:16:00,CUST-0042,PROD-0021,1,291.9,164.19,0.1,262.71,North Carolina,Completed
ORD-00862,2024-01-16 16:30:00,CUST-0150,PROD-0021,1,291.9,164.19,0.0,291.9,California,Completed
ORD-00862,2024-01-16 16:30:00,CUST-0150,PROD-0043,2,345.79,208.67,0.0,691.58,California,Completed
ORD-01318,2024-01-17 09:04:00,CUST-0172,PROD-0005,1,182.37,118.66,0.0,182.37,Texas,Completed
ORD-03827,2024-01-17 09:25:00,CUST-0205,PROD-0028,1,189.61,142.03,0.0,189.61,California,Completed
ORD-05394,2024-01-17 12:06:00,CUST-0129,PROD-0041,2,406.06,218.23,0.0,812.12,Ohio,Cancelled
ORD-05394,2024-01-17 12:06:00,CUST-0129,PROD-0044,1,277.74,163.52,0.0,277.74,Ohio,Cancelled
ORD-04467,2024-01-17 12:08:00,CUST-0143,PROD-0044,1,277.74,163.52,0.0,277.74,North Carolina,Completed
ORD-04467,2024-01-17 12:08:00,CUST-0143,PROD-0021,1,291.9,164.19,0.0,291.9,North Carolina,Completed
ORD-04155,2024-01-17 12:45:00,CUST-0129,PROD-0028,1,189.61,142.03,0.15,161.17,Ohio,Completed
ORD-04155,2024-01-17 12:45:00,CUST-0129,PROD-0024,1,180.37,77.96,0.0,180.37,Ohio,Completed
ORD-05609,2024-01-17 13:43:00,CUST-0059,PROD-0016,2,77.47,29.69,0.0,154.94,Illinois,Completed
ORD-05609,2024-01-17 13:43:00,CUST-0059,PROD-0015,1,79.53,58.69,0.0,79.53,Illinois,Completed
ORD-02761,2024-01-17 14:05:00,CUST-0096,PROD-0035,1,287.28,146.55,0.1,258.55,Colorado,Completed
ORD-04071,2024-01-17 17:10:00,CUST-0133,PROD-0039,2,22.26,12.69,0.0,44.52,Georgia,Returned
ORD-04821,2024-01-17 18:31:00,CUST-0077,PROD-0016,1,77.47,29.69,0.0,77.47,California,Returned
ORD-00037,2024-01-17 18:31:00,CUST-0029,PROD-0005,1,182.37,118.66,0.0,182.37,Florida,Completed
ORD-00324,2024-01-18 08:26:00,CUST-0152,PROD-0028,1,189.61,142.03,0.0,189.61,California,Completed
ORD-00324,2024-01-18 08:26:00,CUST-0152,PROD-0004,1,314.05,192.91,0.0,314.05,California,Completed
ORD-01855,2024-01-18 08:32:00,CUST-0042,PROD-0035,1,287.28,146.55,0.0,287.28,North Carolina,Completed
ORD-03306,2024-01-18 09:47:00,CUST-0096,PROD-0015,1,79.53,58.69,0.0,79.53,Colorado,Completed
ORD-02667,2024-01-18 12:12:00,CUST-0167,PROD-0004,1,314.05,192.91,0.0,314.05,Florida,Completed
ORD-00689,2024-01-18 12:52:00,CUST-0230,PROD-0016,1,77.47,29.69,0.0,77.47,Florida,Completed
ORD-03527,2024-01-18 14:20:00,CUST-0113,PROD-0041,1,406.06,218.23,0.1,365.45,California,Completed
ORD-01098,2024-01-18 16:20:00,CUST-0018,PROD-0037,1,114.9,78.03,0.0,114.9,Pennsylvania,Completed
ORD-01098,2024-01-18 16:20:00,CUST-0018,PROD-0022,1,96.98,37.02,0.0,96.98,Pennsylvania,Completed
ORD-01525,2024-01-18 18:59:00,CUST-0149,PROD-0024,1,180.37,77.96,0.0,180.37,New York,Cancelled
ORD-01525,2024-01-18 18:59:00,CUST-0149,PROD-0040,1,437.14,196.78,0.0,437.14,New York,Cancelled
ORD-03998,2024-01-19 08:20:00,CUST-0200,PROD-0039,1,22.26,12.69,0.0,22.26,New York,Cancelled
ORD-03998,2024-01-19 08:20:00,CUST-0200,PROD-0010,1,208.1,119.9,0.1,187.29,New York,Cancelled
ORD-03998,2024-01-19 08:20:00,CUST-0200,PROD-0020,1,514.67,217.54,0.0,514.67,New York,Cancelled
ORD-02160,2024-01-19 10:12:00,CUST-0105,PROD-0040,1,437.14,196.78,0.0,437.14,Missouri,Returned
ORD-05242,2024-01-19 10:36:00,CUST-0238,PROD-0035,2,287.28,146.55,0.0,574.56,Texas,Completed
ORD-00286,2024-01-19 11:45:00,CUST-0244,PROD-0043,1,345.79,208.67,0.15,293.92,Maryland,Returned
ORD-02276,2024-01-19 11:56:00,CUST-0115,PROD-0021,1,291.9,164.19,0.0,291.9,Colorado,Completed
ORD-02276,2024-01-19 11:56:00,CUST-0115,PROD-0008,1,316.63,171.91,0.0,316.63,Colorado,Completed
ORD-02276,2024-01-19 11:56:00,CUST-0115,PROD-0035,2,287.28,146.55,0.0,574.56,Colorado,Completed
ORD-01549,2024-01-19 13:09:00,CUST-0083,PROD-0004,1,314.05,192.91,0.0,314.05,Florida,Cancelled
ORD-05496,2024-01-19 13:45:00,CUST-0248,PROD-0027,1,354.1,203.54,0.0,354.1,Texas,Returned
ORD-05496,2024-01-19 13:45:00,CUST-0248,PROD-0024,1,180.37,77.96,0.0,180.37,Texas,Returned
ORD-05616,2024-01-19 14:11:00,CUST-0039,PROD-0028,2,189.61,142.03,0.0,379.22,Oregon,Completed
ORD-05616,2024-01-19 14:11:00,CUST-0039,PROD-0012,1,376.34,209.69,0.0,376.34,Oregon,Completed
ORD-05987,2024-01-19 15:34:00,CUST-0069,PROD-0015,1,79.53,58.69,0.05,75.55,California,Completed
ORD-05987,2024-01-19 15:34:00,CUST-0069,PROD-0019,1,176.11,118.89,0.0,176.11,California,Completed
ORD-04449,2024-01-19 17:04:00,CUST-0132,PROD-0017,1,144.94,73.45,0.05,137.69,Texas,Completed
ORD-04449,2024-01-19 17:04:00,CUST-0132,PROD-0030,1,30.72,17.41,0.0,30.72,Texas,Completed
ORD-03348,2024-01-19 17:17:00,CUST-0100,PROD-0024,1,180.37,77.96,0.0,180.37,Texas,Completed
ORD-03348,2024-01-19 17:17:00,CUST-0100,PROD-0039,2,22.26,12.69,0.05,42.29,Texas,Completed
ORD-00173,2024-01-19 17:28:00,CUST-0056,PROD-0036,2,286.83,106.12,0.0,573.66,Ohio,Completed
ORD-05845,2024-01-19 18:00:00,CUST-0248,PROD-0043,1,345.79,208.67,0.0,345.79,Texas,Completed
ORD-02268,2024-01-19 18:32:00,CUST-0216,PROD-0004,1,314.05,192.91,0.0,314.05,Texas,Completed
ORD-02301,2024-01-19 18:44:00,CUST-0066,PROD-0021,1,291.9,164.19,0.0,291.9,Florida,Returned
ORD-05986,2024-01-20 08:14:00,CUST-0066,PROD-0016,2,77.47,29.69,0.0,154.94,Florida,Completed
ORD-05023,2024-01-20 11:04:00,CUST-0008,PROD-0004,2,314.05,192.91,0.0,628.1,California,Cancelled
ORD-04863,2024-01-20 12:12:00,CUST-0150,PROD-0041,1,406.06,218.23,0.0,406.06,California,Completed
ORD-04870,2024-01-20 16:05:00,CUST-0126,PROD-0021,1,291.9,164.19,0.0,291.9,Florida,Completed
ORD-05944,2024-01-20 17:28:00,CUST-0142,PROD-0021,2,291.9,164.19,0.0,583.8,Michigan,Returned
ORD-00711,2024-01-20 19:53:00,CUST-0027,PROD-0016,2,77.47,29.69,0.05,147.19,California,Completed
ORD-01783,2024-01-21 09:41:00,CUST-0041,PROD-0016,1,77.47,29.69,0.05,73.6,Pennsylvania,Completed
ORD-03043,2024-01-21 11:32:00,CUST-0046,PROD-0022,4,96.98,37.02,0.0,387.92,New York,Completed
ORD-02830,2024-01-21 13:16:00,CUST-0130,PROD-0017,1,144.94,73.45,0.0,144.94,Florida,Completed
ORD-02362,2024-01-21 17:14:00,CUST-0109,PROD-0021,2,291.9,164.19,0.0,583.8,Massachusetts,Cancelled
ORD-05238,2024-01-21 17:44:00,CUST-0034,PROD-0008,1,316.63,171.91,0.2,253.3,Wisconsin,Returned
ORD-05238,2024-01-21 17:44:00,CUST-0034,PROD-0005,2,182.37,118.66,0.0,364.74,Wisconsin,Returned
ORD-05238,2024-01-21 17:44:00,CUST-0034,PROD-0039,1,22.26,12.69,0.0,22.26,Wisconsin,Returned
ORD-03398,2024-01-22 08:44:00,CUST-0134,PROD-0038,1,365.58,150.47,0.0,365.58,New Jersey,Completed
ORD-03510,2024-01-22 15:55:00,CUST-0082,PROD-0016,1,77.47,29.69,0.0,77.47,Pennsylvania,Completed
ORD-04341,2024-01-22 17:07:00,CUST-0034,PROD-0029,1,342.78,218.57,0.0,342.78,New York,Completed
ORD-03225,2024-01-22 17:30:00,CUST-0134,PROD-0024,1,180.37,77.96,0.0,180.37,New Jersey,Completed
ORD-03225,2024-01-22 17:30:00,CUST-0134,PROD-0016,3,77.47,29.69,0.0,232.41,New Jersey,Completed
ORD-02610,2024-01-22 19:19:00,CUST-0137,PROD-0040,1,437.14,196.78,0.0,437.14,Tennessee,Returned
ORD-02610,2024-01-22 19:19:00,CUST-0137,PROD-0035,1,287.28,146.55,0.0,287.28,Tennessee,Returned
ORD-02610,2024-01-22 19:19:00,CUST-0137,PROD-0021,1,291.9,164.19,0.0,291.9,Tennessee,Returned
ORD-01573,2024-01-23 09:42:00,CUST-0056,PROD-0015,2,79.53,58.69,0.0,159.06,Ohio,Completed
ORD-01573,2024-01-23 09:42:00,CUST-0056,PROD-0019,1,176.11,118.89,0.0,176.11,Ohio,Completed
